"parcel_id","num_changes","tot_rent_change","total_days_on_market","initial_rent","days_til_first_change","first_change_amt","days_til_second_change","second_change_amt","days_til_third_change","third_change_amt","days_til_fourth_change","fourth_change_amt","days_til_fifth_change","fifth_change_amt","parcel_number","parcel_county","parcel_address1","parcel_address2","parcel_city","parcel_state","parcel_zipcode","parcel_longitude","parcel_latitude","land_use","acres","sqft_total","bedroom_count","bathroom_count","year_built","last_sale","last_price","total_value"
"3716353","1","-800","12","3600","12","-800",,,,,,,,,"40080519","Maricopa","13480 S 186TH DR","","GOODYEAR","AZ","85338","-112.452233","33.324777","385","0.1434803","1854","0","0.000","2007","2018-01-03","269500","21330"
"3720191","0",,"4","1150",,,,,,,,,,,"66458067","Yuma","2213 S 35TH AVE","UNIT D","YUMA","AZ","85364","-114.661075","32.687073","366","0.0233471","1472","0","0.000","2006","2006-11-30","213131","12945"
"3721303","0",,"12","1500",,,,,,,,,,,"40229060","Yavapai","1046 N BUNKER PL","","DEWEY","AZ","86327","-112.265490","34.557766","366","0.0399908","1528","0","0.000","1987","2017-04-18","118861","15326"
"3733282","0",,"12","900",,,,,,,,,,,"10669445","Cochise","587 CHARLES DR","","SIERRA VISTA","AZ","85635","-110.293821","31.563915","366","0.0000000","1358","0","0.000","1985","2010-04-01","116900","9373"
"3742160","1","-200","12","3350","2","-200",,,,,,,,,"30355536","Maricopa","2087 E LIBRA PL","","CHANDLER","AZ","85249","-111.804891","33.224610","385","0.2821166","5087","0","4.750","2001","2007-09-05","0","40860"
"3742476","0",,"12","1425",,,,,,,,,,,"30402361","Maricopa","3007 S 92ND CIR","","MESA","AZ","85212","-111.634132","33.360988","385","0.2095271","1307","0","2.000","1999","2003-06-10","146900","16830"
"3743707","0",,"1","1995",,,,,,,,,,,"30335222","Maricopa","1420 W CANARY WAY","","CHANDLER","AZ","85286","-111.866015","33.265559","385","0.1581956","2337","0","4.000","1994","2019-07-22","348000","25430"
"3744141","0",,"1","1275",,,,,,,,,,,"14945019","Maricopa","12411 N 33RD DR","","PHOENIX","AZ","85029","-112.130283","33.598375","385","0.1626722","900","0","0.000","1960","2009-12-22","110000","9820"
"3749176","0",,"12","1550",,,,,,,,,,,"20110756","Maricopa","25848 N 66TH DR","","PHOENIX","AZ","85083","-112.202701","33.721277","385","0.1612718","1280","0","2.750","1999","2000-04-14","134840","16260"
"3754105","1","-30","7","1425","12","-30",,,,,,,,,"14182215","Maricopa","5852 E NORWOOD ST","","MESA","AZ","85215","-111.704439","33.463384","366","0.0953398","1405","0","0.000","1993","2013-03-27","0","12880"
"3754106","0",,"1","1395",,,,,,,,,,,"14182243","Maricopa","5947 E NANCE ST","","MESA","AZ","85215","-111.702186","33.463709","366","0.0834711","1405","0","0.000","1996","2013-03-27","0","13070"
"3754107","1","-100","7","1395","12","-100",,,,,,,,,"22073437","Maricopa","521 S ST CLAIRE","","MESA","AZ","85208","-111.594043","33.405385","385","0.1101928","1302","0","2.000","1999","2013-03-27","0","13200"
"3759634","0",,"1","1650",,,,,,,,,,,"30507079","Maricopa","1345 W MEDINA AVE","","MESA","AZ","85202","-111.864148","33.370670","385","0.2333104","1666","0","2.000","1978","2012-11-16","149900","18630"
"3763194","0",,"12","2900",,,,,,,,,,,"14156337","Maricopa","1640 LEISURE WORLD","","MESA","AZ","85206","-111.699427","33.404140","385","0.1851010","1331","0","0.000","1980","2013-08-15","133500","13980"
"3765262","1","-25","7","1500","12","-25",,,,,,,,,"14827517","Maricopa","5166 W RIVIERA DR","","GLENDALE","AZ","85304","-112.169833","33.594063","385","0.0694215","1605","0","0.000","2003","2003-08-12","142900","14430"
"3765752","0",,"8","1650",,,,,,,,,,,"11634241","Maricopa","101 N 7TH ST","UNIT 270","PHOENIX","AZ","85034","-112.063846","33.450012","366","0.0023875","1630","0","3.000","1986","2018-05-22","285000","17560"
"3766626","0",,"5","925",,,,,,,,,,,"106023350","Pima","3946 N STONE AVE","","TUCSON","AZ","85705","-110.971637","32.277952","366","0.0000000","1044","0","2.000","1979","2015-04-02","74900","7019"
"3767138","0",,"10","1550",,,,,,,,,,,"14289766","Maricopa","8613 W PALO VERDE AVE","","PEORIA","AZ","85345","-112.245312","33.572236","385","0.1637052","2588","0","2.750","1999","2014-12-12","0","19560"
"3773263","0",,"12","699",,,,,,,,,,,"32110025","Mohave","1212 E ANDY DEVINE AVE","","KINGMAN","AZ","86401","-114.035990","35.187003","361","25.7399908","69082","0","0.000","1997","2013-02-28","2500000","250048"
"3774987","0",,"12","1500",,,,,,,,,,,"21247365","Maricopa","20100 N 78TH PL","APT 2180","SCOTTSDALE","AZ","85255","-111.911118","33.668533","366","0.0186869","798","0","0.000","2001","2009-04-10","82000","10850"
"3778569","0",,"1","1595",,,,,,,,,,,"21855848","Maricopa","7342 E ED RICE AVE","","MESA","AZ","85208","-111.672698","33.397969","385","0.1808081","1554","0","2.000","1983","2016-06-08","219000","16530"
"3782611","0",,"12","1950",,,,,,,,,,,"21236964","Maricopa","20802 N GRAYHAWK DR","","SCOTTSDALE","AZ","85255","-111.903187","33.675555","165","16.8027319","0","0","0.000",,,"0","50"
"3784337","0",,"12","2300",,,,,,,,,,,"21144046","Maricopa","6140 E PEAK VIEW RD","","CAVE CREEK","AZ","85331","-111.948197","33.748863","385","2.5000000","2977","0","0.000","1985","1987-09-29","175000","52380"
"3785657","0",,"5","6800",,,,,,,,,,,"124052450","Pima","836 E 6TH ST","","TUCSON","AZ","85719","-110.958450","32.227403","385","0.2157943","2592","0","3.000","1939","2017-08-15","245000","14615"
"3785658","1","800","10","6000","17","800",,,,,,,,,"124052490","Pima","808 E 6TH ST","","TUCSON","AZ","85719","-110.958933","32.227399","385","0.2157943","2732","0","2.000","1915","2017-08-15","240000","14569"
"3786107","0",,"12","0",,,,,,,,,,,"30703668","Maricopa","16618 S 43RD PL","","PHOENIX","AZ","85048","-111.990151","33.295459","385","0.0915978","1275","0","2.000","2000","2018-11-29","214000","11550"
"3789214","0",,"5","1800",,,,,,,,,,,"30336399","Maricopa","1719 W STONEFIELD DR","","CHANDLER","AZ","85286","-111.871706","33.275703","385","0.0964187","2096","0","0.000","2012","2012-09-17","242102","25180"
"3789899","0",,"6","1400",,,,,,,,,,,"124081280","Pima","1509 E 9TH ST","","TUCSON","AZ","85719","-110.949175","32.224102","385","0.1377410","909","0","2.000","1936","2019-06-13","0","11617"
"3795573","0",,"4","1350",,,,,,,,,,,"50116686","Maricopa","13589 W OCOTILLO LN","","SURPRISE","AZ","85374","-112.352613","33.626169","385","0.1262626","1204","0","2.000","1999","2011-03-25","62375","12250"
"3795777","0",,"6","2100",,,,,,,,,,,"21303745","Maricopa","2314 E PARKSIDE LN","","PHOENIX","AZ","85024","-112.032582","33.695959","385","0.1165060","2490","0","2.750","1998","2003-08-28","227000","25480"
"3801441","0",,"2","950",,,,,,,,,,,"108026020","Pima","6651 N CAMPBELL AVE","APT 244","TUCSON","AZ","85718","-110.930122","32.326402","366","0.0185262","775","0","0.000","1986","2007-07-24","0","9827"
"3803530","0",,"2","1740",,,,,,,,,,,"17424015","Maricopa","7401 N SCOTTSDALE RD","","SCOTTSDALE","AZ","85253","-111.923940","33.547509","366","0.0382231","2351","0","2.750","1975","2018-03-02","263000","21770"
"3804291","0",,"7","1450",,,,,,,,,,,"14058245","Maricopa","3510 E HAMPTON AVE","UNIT 59","MESA","AZ","85204","-111.756567","33.392723","366","0.0680670","1411","0","2.750","1993","2012-10-09","122000","14500"
"3807031","0",,"11","1325",,,,,,,,,,,"50133467","Maricopa","14338 N 129TH AVE","","EL MIRAGE","AZ","85335","-112.337711","33.614296","385","0.1274564","1530","0","2.000","2001","2005-04-20","183000","12700"
"3808077","0",,"12","1789",,,,,,,,,,,"16331487","Maricopa","4343 N 21ST ST","APT 220","PHOENIX","AZ","85016","-112.036230","33.499737","366","0.0175161","1301","0","0.000","1998","2012-12-28","72150","16730"
"3809586","0",,"7","1750",,,,,,,,,,,"13331245","Maricopa","1710 E BROADMOR DR","","TEMPE","AZ","85282","-111.911043","33.405163","385","0.1654040","1512","0","2.000","1969","2007-12-18","242500","19180"
"3815461","0",,"2","1125",,,,,,,,,,,"12177031A","Maricopa","2701 E WILLETTA ST","","PHOENIX","AZ","85008","-112.023546","33.463713","385","0.2007576","894","0","1.000","1945","2013-03-25","63800","8370"
"3815941","0",,"5","1425",,,,,,,,,,,"12908033","Maricopa","6943 E GRANADA RD","","SCOTTSDALE","AZ","85257","-111.930736","33.468334","385","0.1704775","1386","0","2.000","1958","1986-10-20","71500","21170"
"3816398","0",,"12","800",,,,,,,,,,,"10316061","Navajo","420 W CHERRY ST","","WINSLOW","AZ","86047","-110.698850","35.031375","385","0.1300046","1125","0","0.000","1961","2006-12-26","57000","5457"
"3819403","0",,"1","1150",,,,,,,,,,,"10778752","Cochise","2099 CALLE SABO","","SIERRA VISTA","AZ","85635","-110.251874","31.530767","385","0.0000000","1574","0","0.000","2002","2016-03-09","154000","13844"
"3820351","0",,"2","1595",,,,,,,,,,,"31401299","Maricopa","4758 E WATERMAN ST","UNIT 102","GILBERT","AZ","85297","-111.687059","33.284594","366","0.0264004","1373","0","0.000","2007","2017-11-21","214900","15470"
"3823624","0",,"4","1495",,,,,,,,,,,"133122790","Pima","7522 E LINDEN CIR","","TUCSON","AZ","85715","-110.831783","32.245055","385","0.0000000","1979","0","2.000","1972","1996-11-27","0","17736"
"3824365","0",,"12","3000",,,,,,,,,,,"23213123","Maricopa","13146 W PAINTBRUSH DR","","SUN CITY WEST","AZ","85375","-112.346122","33.675900","385","0.2614555","2020","0","2.500","1983","2009-06-26","171500","17230"
"3825923","1","-25","12","1250","17","-25",,,,,,,,,"13301590","Maricopa","2134 E BROADWAY RD","UNIT 2061","TEMPE","AZ","85282","-111.895683","33.408519","366","0.0246327","1096","0","2.000","1997","2006-07-03","239900","12860"
"3828148","0",,"1","1100",,,,,,,,,,,"66463121","Yuma","2277 S CAMINO TIERRA","","YUMA","AZ","85364","-114.640136","32.685858","385","0.1429522","1922","0","2.000","1977","2019-02-11","130000","13203"
"3828633","0",,"4","1340",,,,,,,,,,,"10672386","Cochise","1836 KNOWLTON ST","","SIERRA VISTA","AZ","85635","-110.278944","31.564529","385","0.1199954","1535","0","0.000","2005","2017-04-20","160000","15769"
"3828745","0",,"5","6000",,,,,,,,,,,"115021490","Pima","607 E ELM ST","","TUCSON","AZ","85705","-110.962237","32.242870","385","0.0000000","1285","0","2.000","2018","2019-05-15","0","11127"
"3831587","0",,"5","2750",,,,,,,,,,,"123150560","Pima","920 E ELM ST","","TUCSON","AZ","85719","-110.957193","32.242334","369","0.1721763","3852","0","3.000","1951","2006-05-26","465000","21787"
"3833786","0",,"9","1500",,,,,,,,,,,"21557563","Maricopa","7009 E ACOMA DR","UNIT 2082","SCOTTSDALE","AZ","85254","-111.928369","33.616655","366","0.0249082","1098","0","0.000","1994","2018-02-27","255000","19830"
"3834116","1","1200","15","2400","12","1200",,,,,,,,,"12314138C","Pima","720 E LESTER ST","","TUCSON","AZ","85719","-110.960400","32.243338","385","0.4103306","3038","0","0.000","2014","2016-08-05","1400000","55485"
"3834117","0",,"1","2600",,,,,,,,,,,"124090030","Pima","1610 E 8TH ST","","TUCSON","AZ","85719","-110.947668","32.224793","385","0.1721763","2740","0","2.000","1930","2018-04-10","800000","30754"
"3834999","0",,"12","1375",,,,,,,,,,,"12466626","Maricopa","1315 S MARILYN ANN DR","","TEMPE","AZ","85281","-111.951212","33.414277","366","0.0371901","1320","0","2.500","1985","2017-08-04","184000","12270"
"3835460","1","-95","7","1795","12","-95",,,,,,,,,"13020266","Maricopa","7530 E EARLL DR","UNIT 53","SCOTTSDALE","AZ","85251","-111.918140","33.484664","366","0.0052112","1418","0","3.000","1997","2014-08-13","227000","22750"
"3846275","0",,"5","1600",,,,,,,,,,,"14156575","Maricopa","2670 LEISURE WORLD","","MESA","AZ","85206","-111.695163","33.403064","385","0.1882920","1565","0","2.500","1989","2018-05-18","239500","16830"
"3846476","2","-200","12","2500","12","-100","5","-100",,,,,,,"20077444","Maricopa","7226 W CORRINE DR","","PEORIA","AZ","85381","-112.214891","33.600443","385","0.1940083","2581","0","3.750","1987","2007-06-22","315000","23530"
"3848726","1","-25","7","775","5","-25",,,,,,,,,"14724078","Maricopa","7235 N 55TH DR","","GLENDALE","AZ","85301","-112.178417","33.543493","385","0.1495409","1442","0","3.000","1940","2011-12-20","85000","8770"
"3849697","0",,"5","2700",,,,,,,,,,,"16225370","Maricopa","111 W MISSOURI AVE","UNIT H","PHOENIX","AZ","85013","-112.076443","33.516348","366","0.0361111","2507","0","0.000","2007","2013-07-16","425000","26730"
"3850073","0",,"7","1450",,,,,,,,,,,"30301447","Maricopa","10 S 130TH PL","","CHANDLER","AZ","85225","-111.801832","33.304310","385","0.1674013","1461","0","2.000","1979","2018-12-31","0","15280"
"3853926","0",,"2","1400",,,,,,,,,,,"14305870","Maricopa","10773 N 70TH AVE","","PEORIA","AZ","85345","-112.209119","33.583202","385","0.0828972","1769","0","0.000","2005","2017-10-05","185000","15260"
"3854248","0",,"7","2350",,,,,,,,,,,"30365906","Maricopa","2477 W MARKET PL","UNIT 64","CHANDLER","AZ","85248","-111.882470","33.254525","366","0.0416437","1859","0","0.000","2016","2016-07-25","343564","26450"
"3854495","0",,"10","1450",,,,,,,,,,,"31310622","Maricopa","2881 S ARROYO LN","","GILBERT","AZ","85295","-111.710062","33.298431","385","0.1017447","1423","0","0.000","2007","2016-01-15","198000","17110"
"3854844","0",,"5","1600",,,,,,,,,,,"12424042","Maricopa","420 W 1ST ST","UNIT 106","TEMPE","AZ","85281","-111.944965","33.429683","366","0.0026860","1082","0","2.500","2002","2018-07-27","269000","21120"
"3859300","1","5000","5","11000","2","5000",,,,,,,,,"125073780","Pima","2430 E 6TH ST","","TUCSON","AZ","85719","-110.935979","32.227612","385","0.4648760","6189","0","0.000","1968","2017-11-17","495000","115533"
"3861942","0",,"12","2600",,,,,,,,,,,"10301522","Yavapai","7750 E WELSH MOUNTAIN DR","","PRESCOTT VALLEY","AZ","86315","-112.328784","34.656623","385","0.2800046","2785","0","0.000","2005","2018-07-05","392000","35796"
"3861943","0",,"5","2150",,,,,,,,,,,"10508080A","Yavapai","1522 HAWKEYE RIDGE AVE","","PRESCOTT","AZ","86301","-112.460321","34.566398","385","0.3000000","2547","0","0.000","1994","2016-05-12","326000","39390"
"3861945","0",,"5","2750",,,,,,,,,,,"10630088","Yavapai","849 CAMERON PASS","","PRESCOTT","AZ","86301","-112.458094","34.593924","385","0.2899908","2088","0","0.000","2003","2019-03-25","390000","30466"
"3864810","0",,"3","4200",,,,,,,,,,,"17426031","Maricopa","7927 E VIA LINDA","","SCOTTSDALE","AZ","85258","-111.909892","33.556955","385","0.3316804","2908","0","3.750","1978","2013-04-23","699000","60100"
"3864922","1","-50","8","1250","12","-50",,,,,,,,,"31112260L","Mohave","2539 KEMP AVE","","KINGMAN","AZ","86401","-114.022897","35.209644","385","0.1629936","1925","0","0.000","1978","2011-08-10","73000","11874"
"3870902","0",,"2","1600",,,,,,,,,,,"21251287","Maricopa","5450 E DEER VALLEY DR","UNIT 2017","PHOENIX","AZ","85054","-111.963533","33.677365","366","0.0282140","1246","0","0.000","2008",,"0","21780"
"3875053","0",,"12","1300",,,,,,,,,,,"21557642","Maricopa","7009 E ACOMA DR","UNIT 2161","SCOTTSDALE","AZ","85254","-111.929030","33.617253","366","0.0176079","772","0","0.000","1994","2011-10-11","85000","13870"
"3875969","0",,"7","735",,,,,,,,,,,"127122710","Pima","5770 E 10TH ST","","TUCSON","AZ","85711","-110.868893","32.222306","361","0.6152433","18532","0","0.000","1962","2019-01-18","1960000","126211"
"3878472","0",,"1","2000",,,,,,,,,,,"108090430","Pima","6249 N CAMINO MIRAVAL","","TUCSON","AZ","85718","-110.942567","32.319933","385","0.0000000","2103","0","2.000","1976","1977-06-10","6950","31317"
"3878799","0",,"5","1200",,,,,,,,,,,"14036043","Maricopa","4430 E CATALINA AVE","","MESA","AZ","85206","-111.735451","33.404551","385","0.1474288","1879","0","2.000","1975","2004-10-05","0","16600"
"3888838","1","-50.88","8","1068.38","12","-50.88",,,,,,,,,"13106618","Maricopa","1276 N 84TH PL","","SCOTTSDALE","AZ","85257","-111.899927","33.462359","366","0.0099403","950","0","1.750","1980","2012-03-01","43000","9080"
"3894421","0",,"5","1295",,,,,,,,,,,"50902441","Maricopa","14874 W VENTURA ST","","SURPRISE","AZ","85379","-112.380221","33.612762","385","0.1382920","1603","0","0.000","2002","2003-04-15","141670","14310"
"3895457","2","-200","12","1900","4","-100","8","-100",,,,,,,"69843125","Yuma","6613 E 35TH RD","","YUMA","AZ","85365","-114.519344","32.662992","401","0.1228191","0","0","0.000",,"2019-06-26","265275","7575"
"3897997","1","200","12","1150","12","200",,,,,,,,,"50801093","Maricopa","14149 W WELDON AVE","","GOODYEAR","AZ","85395","-112.363514","33.488567","385","0.1427456","1534","0","2.500","2001","2013-02-28","156000","16670"
"3899572","0",,"10","4000",,,,,,,,,,,"50804228","Maricopa","15673 W EARLL DR","","GOODYEAR","AZ","85395","-112.396818","33.483021","385","0.1275941","1671","0","0.000","2004","2015-05-11","300000","26480"
"3899855","0",,"1","1250",,,,,,,,,,,"10432132","Maricopa","1510 S 82ND DR","","PHOENIX","AZ","85043","-112.237947","33.434257","385","0.1463269","1346","0","0.000","2003","2004-07-27","127895","12170"
"3899864","0",,"10","995",,,,,,,,,,,"30291312","Maricopa","286 W PALOMINO DR","UNIT 113","CHANDLER","AZ","85225","-111.844640","33.345909","366","0.0161157","726","0","1.000","1983","2017-06-01","64000","6020"
"3902420","1","-50","8","1450","12","-50",,,,,,,,,"50708346","Maricopa","18373 W STINSON DR","","SURPRISE","AZ","85374","-112.453761","33.647019","385","0.1403811","1991","0","0.000","2005","2011-01-20","99000","15950"
"3905691","0",,"12","1799",,,,,,,,,,,"21557654","Maricopa","7009 E ACOMA DR","UNIT 2173","SCOTTSDALE","AZ","85254","-111.929590","33.617532","366","0.0249082","1098","0","0.000","1994","2017-04-19","238000","19830"
"3908785","0",,"7","975",,,,,,,,,,,"10819063A","Mohave","2701 MCCULLOCH BLVD N","APT 101","LAKE HAVASU CITY","AZ","86403","-114.310157","34.483365","369","0.2300046","2221","0","0.000","2005","2016-07-20","230000","18136"
"3925226","1","-100","7","1500","5","-100",,,,,,,,,"30413368","Maricopa","862 E VAUGHN AVE","","GILBERT","AZ","85234","-111.771540","33.356051","366","0.0873049","1360","0","2.500","1987","2012-02-02","92000","15950"
"3928545","0",,"12","1200",,,,,,,,,,,"10942001","Mohave","539 BURKEMO LN","APT A1","LAKE HAVASU CITY","AZ","86406","-114.327146","34.460116","366","0.0199954","8124","0","0.000","1985","2019-02-08","105000","8352"
"3932727","0",,"10","1295",,,,,,,,,,,"50426134","Maricopa","3553 S 257TH LN","","BUCKEYE","AZ","85326","-112.605189","33.414111","385","0.1184803","2686","0","0.000","2004","2005-05-20","230000","14620"
"3938246","0",,"12","1900",,,,,,,,,,,"12432123","Maricopa","330 S FARMER AVE","UNIT 102","TEMPE","AZ","85281","-111.944457","33.427124","366","0.0227732","1565","0","0.000","2006","2007-03-23","396594","25860"
"3940221","0",,"5","1895",,,,,,,,,,,"12432166","Maricopa","323 S ROOSEVELT ST","STE 1001","TEMPE","AZ","85281","-111.947073","33.426909","366","0.0293159","1735","0","0.000","2010","2006-12-06","0","19770"
"3942759","0",,"12","1925",,,,,,,,,,,"40825256","Yavapai","1320 VISTA MONTANA RD","UNIT 46","SEDONA","AZ","86336","-111.783458","34.864620","366","0.0199954","1325","0","0.000","1983","2018-07-26","307000","21723"
"3945701","0",,"12","1175",,,,,,,,,,,"50442274","Maricopa","23725 W PECAN RD","","BUCKEYE","AZ","85326","-112.561153","33.395383","385","0.1446281","1310","0","0.000","2008","2008-05-30","133693","11500"
"3945904","0",,"7","1250",,,,,,,,,,,"12466666","Maricopa","719 W 13TH ST","","TEMPE","AZ","85281","-111.950169","33.414249","366","0.0213039","1056","0","2.000","1985","2010-07-30","107000","10450"
"3948763","0",,"7","1600",,,,,,,,,,,"11310077","Mohave","3716 VEGA DR","","LAKE HAVASU CITY","AZ","86404","-114.291954","34.521634","385","0.2899908","1812","0","0.000","1983","1982-02-01","7250","22371"
"3950494","1","-55","12","1450","2","-55",,,,,,,,,"15645334","Maricopa","6555 N 17TH AVE","UNIT 11","PHOENIX","AZ","85015","-112.095130","33.533254","366","0.0257117","1120","0","0.000","1968","2019-04-16","97000","5730"
"3954182","0",,"2","925",,,,,,,,,,,"12436090","Maricopa","616 S HARDY DR","UNIT 135","TEMPE","AZ","85281","-111.953645","33.423946","366","0.0019054","779","0","2.000","1984","2010-02-17","57000","8710"
"3957860","0",,"3","1425",,,,,,,,,,,"15538057","Maricopa","4306 N 9TH AVE","","PHOENIX","AZ","85013","-112.085001","33.498858","385","0.1854913","1125","0","1.000","1947","1990-05-31","86000","20670"
"3959813","0",,"1","1150",,,,,,,,,,,"21070147","Pinal","98 W SUN RAY DR","","SAN TAN VALLEY","AZ","85143","-111.568079","33.147314","385","0.1414141","1379","0","0.000","2004","2004-09-30","129480","12889"
"3961025","0",,"12","1250",,,,,,,,,,,"10227503","Maricopa","3818 N 106TH DR","","AVONDALE","AZ","85392","-112.288931","33.491420","385","0.1199954","1190","0","2.000","1999","2005-05-13","173000","11900"
"3965327","0",,"12","1450",,,,,,,,,,,"20818319","Maricopa","905 W HELENA DR","","PHOENIX","AZ","85023","-112.085441","33.643912","385","0.1827365","1424","0","2.000","1978","2012-01-04","100000","15730"
"3965559","0",,"7","1275",,,,,,,,,,,"30188593","Maricopa","5139 W MERCURY WAY","","CHANDLER","AZ","85226","-111.930873","33.302293","385","0.1100092","1066","0","2.000","1987","2011-06-03","85000","15120"
"3969674","0",,"12","750",,,,,,,,,,,"14426002F","Maricopa","6565 W BETHANY HOME RD","","GLENDALE","AZ","85301","-112.200223","33.522850","361","6.0829890","96150","0","0.000","1983","2018-08-28","22350000","588650"
"3972769","0",,"4","2200",,,,,,,,,,,"30424172","Maricopa","1284 S LARKSPUR ST","","GILBERT","AZ","85296","-111.782982","33.326610","385","0.1649908","3585","0","3.750","1996","2019-05-30","330000","29350"
"3972867","1","-50","7","1275","5","-50",,,,,,,,,"10749373","Cochise","949 SAN JACINTO DR","","SIERRA VISTA","AZ","85635","-110.237438","31.545678","385","0.1100092","1468","0","0.000","2003","2019-08-16","172500","12696"
"3975651","0",,"5","1475",,,,,,,,,,,"20303387","Maricopa","42424 N GAVILAN PEAK PKWY","UNIT 19102","ANTHEM","AZ","85086","-112.136503","33.868526","366","0.0188476","1602","0","0.000","2004","2017-01-10","167500","14110"
"3977938","0",,"12","1250",,,,,,,,,,,"20711303","Maricopa","3801 W DAILEY ST","","PHOENIX","AZ","85053","-112.140391","33.612520","385","0.1742654","1551","0","2.000","1972","2017-12-11","0","13870"
"3991651","1","-50","12","1000","17","-50",,,,,,,,,"12455182","Maricopa","4717 E JONES AVE","","PHOENIX","AZ","85040","-111.979902","33.409229","366","0.0260331","924","0","0.000","1972","2013-03-07","0","3530"
"4000791","0",,"12","1800",,,,,,,,,,,"20609101","Maricopa","2929 W YORKSHIRE DR","UNIT 1066","PHOENIX","AZ","85027","-112.121377","33.662295","366","0.0300964","1215","0","0.000","1999","2016-12-30","0","11960"
"4002858","0",,"9","1595",,,,,,,,,,,"30917041","Maricopa","1312 S PALOMINO CREEK DR","","GILBERT","AZ","85296","-111.761125","33.326483","385","0.1969927","2182","0","2.500","1998","2004-07-28","221000","23330"
"4004939","0",,"12","3000",,,,,,,,,,,"17339156","Maricopa","4631 N 74TH PL","","SCOTTSDALE","AZ","85251","-111.920557","33.504589","385","0.1578972","1313","0","2.000","1958","2015-10-05","362500","24110"
"4006115","0",,"7","2750",,,,,,,,,,,"30052005X","Maricopa","1801 W PIEDMONT RD","","PHOENIX","AZ","85041","-112.097782","33.359353","385","2.8660009","2100","0","2.000","1986","2013-10-28","266000","13480"
"4009176","0",,"6","1795",,,,,,,,,,,"13010081","Maricopa","3502 N SUPAI WAY","","SCOTTSDALE","AZ","85251","-111.931496","33.488551","385","0.1730716","1472","0","2.000","1953","1997-01-30","0","27920"
"4009603","0",,"7","1795",,,,,,,,,,,"11806075","Maricopa","1037 E CLARENDON AVE","","PHOENIX","AZ","85014","-112.059229","33.490890","385","0.1435950","1440","0","2.000","1940","2014-03-19","210500","19610"
"4012140","1","-55","12","1350","13","-55",,,,,,,,,"11307187A","Pima","1474 E HEDRICK DR","","TUCSON","AZ","85719","-110.949961","32.262696","385","0.1401515","1616","0","1.500","1945","2007-05-09","0","15369"
"4014889","0",,"12","0",,,,,,,,,,,"69829006","Yuma","7200 E 31ST PL","","YUMA","AZ","85365","-114.509600","32.671548","169","0.3069100","0","0","0.000",,"2019-05-10","528500","67529"
"4016949","0",,"7","1550",,,,,,,,,,,"21949444","Maricopa","2310 N ADAIR CIR","","MESA","AZ","85207","-111.629773","33.457088","385","0.1472681","1523","0","2.750","2000","2017-01-06","240000","19500"
"4017635","0",,"3","1250",,,,,,,,,,,"14956117","Maricopa","2338 W CORTEZ ST","","PHOENIX","AZ","85029","-112.109676","33.590899","385","0.1437787","1221","0","2.000","1965","2011-10-11","43874","11230"
"4022886","0",,"1","1400",,,,,,,,,,,"31039039","Mohave","4197 E TRAIL RIDE RD","","KINGMAN","AZ","86401","-113.969622","35.264941","385","0.2049128","1466","0","0.000","2014","2019-09-24","219500","14749"
"4024644","0",,"1","1450",,,,,,,,,,,"133394590","Pima","700 S CHIMNEY CANYON DR","","TUCSON","AZ","85748","-110.775657","32.212318","385","0.0000000","1722","0","2.500","1987","2009-11-18","168300","15150"
"4027019","0",,"5","1300",,,,,,,,,,,"69864185","Yuma","7974 E 38TH PL","","YUMA","AZ","85365","-114.495957","32.658851","385","0.3000918","1984","0","0.000","2013","2013-12-02","243915","22882"
"4027795","1","-251","7","2250","5","-251",,,,,,,,,"30327815","Maricopa","761 W WINCHESTER DR","","CHANDLER","AZ","85286","-111.853602","33.288510","385","0.0466024","2089","0","0.000","2019","2019-09-27","352500","0"
"4031704","0",,"12","563",,,,,,,,,,,"124050330","Pima","705 N EUCLID AVE","","TUCSON","AZ","85719","-110.959767","32.230811","385","0.1078972","1268","0","1.000","1914","2016-06-17","209000","17174"
"4033531","0",,"12","769",,,,,,,,,,,"13116143","Maricopa","7220 E MCKELLIPS RD","","SCOTTSDALE","AZ","85257","-111.924992","33.452294","153","5.1289486","56887","0","0.000","1978",,"0","650000"
"4042173","0",,"12","1195",,,,,,,,,,,"14932333","Maricopa","10609 N 38TH AVE","","PHOENIX","AZ","85029","-112.139722","33.582476","385","0.1880165","1708","0","2.000","1969","2005-09-08","199000","15200"
"4042567","1","-55","12","1750","18","-55",,,,,,,,,"22085234","Maricopa","10264 E DOLPHIN AVE","","MESA","AZ","85208","-111.609286","33.402600","385","0.2441919","1746","0","2.500","1999","2019-07-15","282000","18400"
"4044714","0",,"12","2400",,,,,,,,,,,"20092027","Maricopa","10249 W BURNS DR","","SUN CITY","AZ","85351","-112.280712","33.628907","385","0.2238292","1886","0","2.000","1972",,"0","14930"
"4045897","0",,"12","1200",,,,,,,,,,,"10749946","Cochise","1105 ESTANCIA DR","","SIERRA VISTA","AZ","85635","-110.233630","31.544182","385","0.1199954","1387","0","0.000","2008","2009-03-31","203777","14508"
"4050367","4","396","22","1499","0","196","12","250","5","-160","4","110",,,"11229001E","Coconino","927 W FOREST MEADOWS ST","","FLAGSTAFF","AZ","86001","-111.669807","35.178678","361","7.3500000","0","0","0.000",,"2014-04-08","0","3460637"
